PersonenID,Alter,Geschlecht,Beruf,Haushaltstyp,Wohnviertel,Startzeit,Endzeit,Startort,Zielort,Zweck,Entfernung_km,Verkehrsmittel,Multimodal
13,42,männlich,Schüler*in,Wohngemeinschaft,Südweststadt,02:52,03:33,Städtisches Klinikum,Schloss Karlsruhe,Heimweg,8.2,multimodal,ja
14,18,weiblich,Rentner*in,Paar ohne Kinder,Innenstadt,05:35,05:45,Rüppurrer Straße,Hagsfeld,Erholung,2.4,ÖPNV,nein
14,18,weiblich,Rentner*in,Paar ohne Kinder,Innenstadt,07:18,07:38,Hagsfeld,ZKM,Einkaufen,3.5,Fahrrad,nein
14,18,weiblich,Rentner*in,Paar ohne Kinder,Innenstadt,08:08,08:25,ZKM,Rüppurrer Straße,Heimweg,3.3,Fahrrad,nein
15,18,männlich,Student*in,alleinlebend,Knielingen,05:46,05:58,Marktplatz,Rüppurrer Straße,Arztbesuch,3.7,Fahrrad,nein
15,18,männlich,Student*in,alleinlebend,Knielingen,08:06,07:30,Rüppurrer Straße,Schloss Karlsruhe,Heimweg,2.9,Fahrrad,nein
15,18,männlich,Student*in,alleinlebend,Knielingen,08:45,09:30,Schloss Karlsruhe,Siemensallee,Schule/Uni,3.3,Fahrrad,nein
15,18,männlich,Student*in,alleinlebend,Knielingen,14:49,15:14,Siemensallee,Rheinhafen,Schule/Uni,4.7,Fahrrad,nein
15,18,männlich,Student*in,alleinlebend,Knielingen,20:44,21:20,Rheinhafen,Hbf,Heimweg,1.4,zu Fuß,nein
15,18,männlich,Student*in,alleinlebend,Knielingen,22:32,23:08,Hbf,Durlach Zentrum,Arbeit,2.6,zu Fuß,nein
15,18,männlich,Student*in,alleinlebend,Knielingen,05:15,05:42,Durlach Zentrum,Marktplatz,Heimweg,3.0,Fahrrad,nein
16,30,weiblich,Angestellt,alleinlebend,Neureut,05:58,06:09,Marktplatz,Rüppurrer Straße,Schule/Uni,2.2,zu Fuß,nein
16,30,weiblich,Angestellt,alleinlebend,Neureut,12:31,12:45,Rüppurrer Straße,Wildparkstadion,Arbeit,4.5,multimodal,ja
16,30,weiblich,Angestellt,alleinlebend,Neureut,21:05,21:40,Wildparkstadion,Europabad,Schule/Uni,7.5,ÖPNV,nein
16,30,weiblich,Angestellt,alleinlebend,Neureut,04:29,04:40,Europabad,FH Karlsruhe,Schule/Uni,8.5,multimodal,ja
16,30,weiblich,Angestellt,alleinlebend,Neureut,10:11,10:37,FH Karlsruhe,Weststadt,Arbeit,5.5,multimodal,ja
16,30,weiblich,Angestellt,alleinlebend,Neureut,17:33,18:03,Weststadt,Schloss Karlsruhe,Schule/Uni,9.0,multimodal,ja
16,30,weiblich,Angestellt,alleinlebend,Neureut,23:02,23:36,Schloss Karlsruhe,ZKM,Begleitung,2.8,Fahrrad,nein
16,30,weiblich,Angestellt,alleinlebend,Neureut,23:47,00:24,ZKM,Städtisches Klinikum,Heimweg,3.3,Fahrrad,nein
16,30,weiblich,Angestellt,alleinlebend,Neureut,02:02,02:24,Städtisches Klinikum,Marktplatz,Heimweg,2.0,ÖPNV,nein
17,24,weiblich,Angestellt,Paar ohne Kinder,Südweststadt,06:09,06:45,Waldstadt Zentrum,Hagsfeld,Heimweg,6.0,ÖPNV,nein
17,24,weiblich,Angestellt,Paar ohne Kinder,Südweststadt,08:47,08:43,Hagsfeld,Rüppurrer Straße,Freizeit,5.6,ÖPNV,nein
17,24,weiblich,Angestellt,Paar ohne Kinder,Südweststadt,11:38,11:59,Rüppurrer Straße,Marktplatz,Einkaufen,4.2,multimodal,ja
17,24,weiblich,Angestellt,Paar ohne Kinder,Südweststadt,13:04,13:14,Marktplatz,Städtisches Klinikum,Sport,2.0,Fahrrad,nein
17,24,weiblich,Angestellt,Paar ohne Kinder,Südweststadt,15:54,16:24,Städtisches Klinikum,ZKM,Sport,1.9,zu Fuß,nein
17,24,weiblich,Angestellt,Paar ohne Kinder,Südweststadt,17:51,18:33,ZKM,Rheinhafen,Sport,4.0,Fahrrad,nein
17,24,weiblich,Angestellt,Paar ohne Kinder,Südweststadt,21:14,21:34,Rheinhafen,Waldstadt Zentrum,Heimweg,4.1,multimodal,ja
18,44,weiblich,Schüler*in,Paar ohne Kinder,Südweststadt,05:58,06:20,Wildparkstadion,Waldstadt Zentrum,Einkaufen,1.3,Fahrrad,nein
18,44,weiblich,Schüler*in,Paar ohne Kinder,Südweststadt,07:20,07:34,Waldstadt Zentrum,ZKM,Heimweg,5.7,Auto,nein
18,44,weiblich,Schüler*in,Paar ohne Kinder,Südweststadt,09:33,10:07,ZKM,Wildparkstadion,Heimweg,3.3,ÖPNV,nein
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt,05:45,06:24,Europabad,FH Karlsruhe,Arbeit,2.4,Fahrrad,nein
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt,14:55,15:40,FH Karlsruhe,Durlach Zentrum,Sport,4.3,Fahrrad,nein
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt,18:34,19:12,Durlach Zentrum,Hagsfeld,Heimweg,6.6,ÖPNV,nein
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt,20:46,21:23,Hagsfeld,Hbf,Begleitung,6.4,multimodal,ja
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt,21:38,22:18,Hbf,Rheinhafen,Erholung,3.6,Fahrrad,nein
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt,01:05,01:32,Rheinhafen,Wildparkstadion,Arbeit,5.5,ÖPNV,nein
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt,08:21,08:01,Wildparkstadion,KIT Campus Süd,Schule/Uni,2.0,zu Fuß,nein
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt,14:44,15:28,KIT Campus Süd,Weststadt,Schule/Uni,1.5,Fahrrad,nein
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt,22:44,23:03,Weststadt,Europabad,Heimweg,2.3,Auto,nein
20,18,weiblich,Student*in,alleinlebend,Neureut,06:19,06:30,Weststadt,Durlach Zentrum,Schule/Uni,2.7,zu Fuß,nein
20,18,weiblich,Student*in,alleinlebend,Neureut,13:44,14:24,Durlach Zentrum,KIT Campus Süd,Einkaufen,1.2,zu Fuß,nein
20,18,weiblich,Student*in,alleinlebend,Neureut,15:42,16:16,KIT Campus Süd,Europabad,Erholung,8.5,ÖPNV,nein
20,18,weiblich,Student*in,alleinlebend,Neureut,18:09,18:53,Europabad,Hagsfeld,Sport,6.2,multimodal,ja
20,18,weiblich,Student*in,alleinlebend,Neureut,21:10,21:34,Hagsfeld,Weststadt,Heimweg,2.1,E-Scooter,nein
21,61,weiblich,Angestellt,Familie mit Kindern,Grünwinkel,06:56,07:31,FH Karlsruhe,Schloss Karlsruhe,Arbeit,7.5,ÖPNV,nein
21,61,weiblich,Angestellt,Familie mit Kindern,Grünwinkel,12:36,13:20,Schloss Karlsruhe,Waldstadt Zentrum,Heimweg,1.2,zu Fuß,nein
21,61,weiblich,Angestellt,Familie mit Kindern,Grünwinkel,15:02,15:13,Waldstadt Zentrum,FH Karlsruhe,Heimweg,1.3,zu Fuß,nein
22,35,weiblich,Angestellt,alleinlebend,Grünwinkel,05:57,06:36,Marktplatz,ZKM,Arbeit,3.4,Fahrrad,nein
22,35,weiblich,Angestellt,alleinlebend,Grünwinkel,13:50,14:17,ZKM,Durlach Zentrum,Schule/Uni,5.9,Auto,nein
22,35,weiblich,Angestellt,alleinlebend,Grünwinkel,20:26,20:41,Durlach Zentrum,Schloss Karlsruhe,Sport,5.1,Auto,nein
22,35,weiblich,Angestellt,alleinlebend,Grünwinkel,21:47,22:19,Schloss Karlsruhe,Marktplatz,Heimweg,1.9,multimodal,ja
23,40,männlich,Student*in,Wohngemeinschaft,Innenstadt,06:55,07:12,KIT Campus Süd,Europabad,Heimweg,3.3,ÖPNV,nein
23,40,männlich,Student*in,Wohngemeinschaft,Innenstadt,09:11,09:37,Europabad,Weststadt,Freizeit,2.2,zu Fuß,nein
23,40,männlich,Student*in,Wohngemeinschaft,Innenstadt,12:12,12:29,Weststadt,Hagsfeld,Schule/Uni,3.4,multimodal,ja
23,40,männlich,Student*in,Wohngemeinschaft,Innenstadt,19:08,19:24,Hagsfeld,Siemensallee,Einkaufen,6.0,Auto,nein
23,40,männlich,Student*in,Wohngemeinschaft,Innenstadt,20:30,21:04,Siemensallee,Hbf,Sport,2.0,zu Fuß,nein
23,40,männlich,Student*in,Wohngemeinschaft,Innenstadt,22:13,22:38,Hbf,Rüppurrer Straße,Heimweg,4.6,Auto,nein
23,40,männlich,Student*in,Wohngemeinschaft,Innenstadt,00:35,00:52,Rüppurrer Straße,Waldstadt Zentrum,Schule/Uni,4.7,Auto,nein
23,40,männlich,Student*in,Wohngemeinschaft,Innenstadt,05:13,05:45,Waldstadt Zentrum,Wildparkstadion,Arbeit,3.5,Fahrrad,nein
23,40,männlich,Student*in,Wohngemeinschaft,Innenstadt,10:20,11:02,Wildparkstadion,KIT Campus Süd,Heimweg,2.1,ÖPNV,nein
24,18,männlich,Angestellt,alleinlebend,Neureut,06:36,07:03,Hagsfeld,Marktplatz,Begleitung,2.4,zu Fuß,nein
24,18,männlich,Angestellt,alleinlebend,Neureut,08:54,08:07,Marktplatz,Durlach Zentrum,Arbeit,6.4,ÖPNV,nein
24,18,männlich,Angestellt,alleinlebend,Neureut,14:12,14:27,Durlach Zentrum,Schloss Karlsruhe,Sport,4.3,ÖPNV,nein
24,18,männlich,Angestellt,alleinlebend,Neureut,17:03,17:42,Schloss Karlsruhe,Waldstadt Zentrum,Begleitung,2.2,zu Fuß,nein
24,18,männlich,Angestellt,alleinlebend,Neureut,18:02,18:13,Waldstadt Zentrum,Wildparkstadion,Arbeit,2.6,Fahrrad,nein
24,18,männlich,Angestellt,alleinlebend,Neureut,02:22,02:45,Wildparkstadion,Hbf,Schule/Uni,1.7,zu Fuß,nein
24,18,männlich,Angestellt,alleinlebend,Neureut,08:15,09:35,Hbf,Rüppurrer Straße,Heimweg,2.1,zu Fuß,nein
24,18,männlich,Angestellt,alleinlebend,Neureut,10:57,11:38,Rüppurrer Straße,Siemensallee,Sport,2.2,E-Scooter,nein
24,18,männlich,Angestellt,alleinlebend,Neureut,13:38,14:19,Siemensallee,Hagsfeld,Heimweg,1.7,E-Scooter,nein
25,31,männlich,Angestellt,alleinlebend,Oststadt,06:54,07:27,FH Karlsruhe,Städtisches Klinikum,Heimweg,5.7,multimodal,ja
25,31,männlich,Angestellt,alleinlebend,Oststadt,08:16,09:36,Städtisches Klinikum,Europabad,Sport,6.1,ÖPNV,nein
25,31,männlich,Angestellt,alleinlebend,Oststadt,11:05,11:22,Europabad,ZKM,Arbeit,2.6,E-Scooter,nein
25,31,männlich,Angestellt,alleinlebend,Oststadt,19:56,20:17,ZKM,FH Karlsruhe,Heimweg,1.7,zu Fuß,nein
26,40,männlich,Student*in,alleinlebend,Oststadt,06:08,06:18,Siemensallee,Marktplatz,Einkaufen,2.1,zu Fuß,nein
26,40,männlich,Student*in,alleinlebend,Oststadt,06:50,07:03,Marktplatz,Rüppurrer Straße,Heimweg,6.4,ÖPNV,nein
26,40,männlich,Student*in,alleinlebend,Oststadt,08:30,08:30,Rüppurrer Straße,Europabad,Begleitung,1.2,Fahrrad,nein
26,40,männlich,Student*in,alleinlebend,Oststadt,08:54,09:25,Europabad,ZKM,Heimweg,1.7,multimodal,ja
26,40,männlich,Student*in,alleinlebend,Oststadt,10:56,11:13,ZKM,FH Karlsruhe,Heimweg,4.8,ÖPNV,nein
26,40,männlich,Student*in,alleinlebend,Oststadt,11:52,12:05,FH Karlsruhe,Schloss Karlsruhe,Schule/Uni,6.5,ÖPNV,nein
26,40,männlich,Student*in,alleinlebend,Oststadt,18:40,18:55,Schloss Karlsruhe,Hbf,Arbeit,2.8,Fahrrad,nein
26,40,männlich,Student*in,alleinlebend,Oststadt,02:28,02:52,Hbf,Siemensallee,Heimweg,2.7,E-Scooter,nein
27,22,weiblich,Schüler*in,Wohngemeinschaft,Grünwinkel,06:48,07:04,Rüppurrer Straße,ZKM,Arbeit,2.5,zu Fuß,nein
27,22,weiblich,Schüler*in,Wohngemeinschaft,Grünwinkel,12:52,13:18,ZKM,Siemensallee,Begleitung,2.4,Fahrrad,nein
27,22,weiblich,Schüler*in,Wohngemeinschaft,Grünwinkel,13:33,14:18,Siemensallee,Hagsfeld,Sport,1.1,Auto,nein
27,22,weiblich,Schüler*in,Wohngemeinschaft,Grünwinkel,16:15,16:55,Hagsfeld,KIT Campus Süd,Arbeit,2.5,Auto,nein
27,22,weiblich,Schüler*in,Wohngemeinschaft,Grünwinkel,23:19,23:58,KIT Campus Süd,Rüppurrer Straße,Heimweg,1.7,Fahrrad,nein
28,44,männlich,Angestellt,Paar ohne Kinder,Oststadt,05:39,05:52,Durlach Zentrum,Hagsfeld,Arbeit,3.2,ÖPNV,nein
28,44,männlich,Angestellt,Paar ohne Kinder,Oststadt,14:43,15:11,Hagsfeld,Marktplatz,Schule/Uni,2.8,Fahrrad,nein
28,44,männlich,Angestellt,Paar ohne Kinder,Oststadt,21:46,22:21,Marktplatz,Rheinhafen,Arbeit,2.7,zu Fuß,nein
28,44,männlich,Angestellt,Paar ohne Kinder,Oststadt,06:33,07:11,Rheinhafen,Europabad,Schule/Uni,1.4,ÖPNV,nein
28,44,männlich,Angestellt,Paar ohne Kinder,Oststadt,14:52,15:22,Europabad,Waldstadt Zentrum,Erholung,2.0,Fahrrad,nein
28,44,männlich,Angestellt,Paar ohne Kinder,Oststadt,16:51,17:02,Waldstadt Zentrum,Hbf,Sport,7.5,multimodal,ja
28,44,männlich,Angestellt,Paar ohne Kinder,Oststadt,18:36,18:48,Hbf,ZKM,Begleitung,2.9,Auto,nein
28,44,männlich,Angestellt,Paar ohne Kinder,Oststadt,19:14,19:52,ZKM,Siemensallee,Arbeit,2.5,zu Fuß,nein
28,44,männlich,Angestellt,Paar ohne Kinder,Oststadt,04:51,05:28,Siemensallee,Durlach Zentrum,Heimweg,3.2,Fahrrad,nein
29,30,divers,Schüler*in,alleinlebend,Durlach,05:50,06:21,Städtisches Klinikum,Durlach Zentrum,Arbeit,4.8,ÖPNV,nein
29,30,divers,Schüler*in,alleinlebend,Durlach,13:46,14:31,Durlach Zentrum,Schloss Karlsruhe,Heimweg,1.3,Fahrrad,nein
29,30,divers,Schüler*in,alleinlebend,Durlach,15:33,16:03,Schloss Karlsruhe,Rüppurrer Straße,Schule/Uni,6.2,ÖPNV,nein
29,30,divers,Schüler*in,alleinlebend,Durlach,00:26,00:36,Rüppurrer Straße,Waldstadt Zentrum,Einkaufen,6.1,multimodal,ja
29,30,divers,Schüler*in,alleinlebend,Durlach,01:32,01:45,Waldstadt Zentrum,Marktplatz,Arztbesuch,4.0,multimodal,ja
29,30,divers,Schüler*in,alleinlebend,Durlach,03:03,03:44,Marktplatz,Städtisches Klinikum,Heimweg,7.6,multimodal,ja
30,34,männlich,Student*in,alleinlebend,Mühlburg,06:32,06:49,ZKM,Weststadt,Sport,2.6,Fahrrad,nein
30,34,männlich,Student*in,alleinlebend,Mühlburg,08:26,09:56,Weststadt,Hagsfeld,Schule/Uni,4.4,multimodal,ja
30,34,männlich,Student*in,alleinlebend,Mühlburg,14:43,15:07,Hagsfeld,Wildparkstadion,Heimweg,8.4,ÖPNV,nein
30,34,männlich,Student*in,alleinlebend,Mühlburg,16:36,16:53,Wildparkstadion,Städtisches Klinikum,Heimweg,2.4,Fahrrad,nein
30,34,männlich,Student*in,alleinlebend,Mühlburg,18:00,18:42,Städtisches Klinikum,ZKM,Heimweg,5.2,multimodal,ja
31,30,männlich,Schüler*in,Familie mit Kindern,Grünwinkel,06:46,07:28,Wildparkstadion,Hagsfeld,Arbeit,2.7,Auto,nein
31,30,männlich,Schüler*in,Familie mit Kindern,Grünwinkel,12:03,12:30,Hagsfeld,Rheinhafen,Schule/Uni,7.7,ÖPNV,nein
31,30,männlich,Schüler*in,Familie mit Kindern,Grünwinkel,19:24,20:06,Rheinhafen,Hbf,Sport,1.4,Fahrrad,nein
31,30,männlich,Schüler*in,Familie mit Kindern,Grünwinkel,22:38,23:07,Hbf,Durlach Zentrum,Erholung,4.9,Auto,nein
31,30,männlich,Schüler*in,Familie mit Kindern,Grünwinkel,01:31,02:12,Durlach Zentrum,Europabad,Freizeit,3.4,Fahrrad,nein
31,30,männlich,Schüler*in,Familie mit Kindern,Grünwinkel,04:13,04:45,Europabad,Wildparkstadion,Heimweg,3.4,Fahrrad,nein
32,67,weiblich,Angestellt,Wohngemeinschaft,Neureut,06:19,06:43,Waldstadt Zentrum,Rüppurrer Straße,Schule/Uni,4.1,Auto,nein
32,67,weiblich,Angestellt,Wohngemeinschaft,Neureut,13:25,14:05,Rüppurrer Straße,Europabad,Schule/Uni,5.7,Auto,nein
32,67,weiblich,Angestellt,Wohngemeinschaft,Neureut,21:22,21:41,Europabad,Städtisches Klinikum,Begleitung,1.8,Fahrrad,nein
32,67,weiblich,Angestellt,Wohngemeinschaft,Neureut,22:07,22:38,Städtisches Klinikum,Weststadt,Schule/Uni,8.0,ÖPNV,nein
32,67,weiblich,Angestellt,Wohngemeinschaft,Neureut,06:23,06:39,Weststadt,Siemensallee,Arbeit,3.8,Auto,nein
32,67,weiblich,Angestellt,Wohngemeinschaft,Neureut,11:52,12:28,Siemensallee,Waldstadt Zentrum,Heimweg,8.6,ÖPNV,nein
33,39,weiblich,Angestellt,alleinlebend,Durlach,05:40,06:11,Rheinhafen,Schloss Karlsruhe,Sport,6.1,Auto,nein
33,39,weiblich,Angestellt,alleinlebend,Durlach,07:59,08:29,Schloss Karlsruhe,Siemensallee,Begleitung,8.6,multimodal,ja
33,39,weiblich,Angestellt,alleinlebend,Durlach,08:56,09:08,Siemensallee,Städtisches Klinikum,Schule/Uni,2.5,Fahrrad,nein
33,39,weiblich,Angestellt,alleinlebend,Durlach,15:35,15:59,Städtisches Klinikum,Durlach Zentrum,Freizeit,3.2,Fahrrad,nein
33,39,weiblich,Angestellt,alleinlebend,Durlach,17:11,17:27,Durlach Zentrum,Waldstadt Zentrum,Einkaufen,3.4,Fahrrad,nein
33,39,weiblich,Angestellt,alleinlebend,Durlach,18:54,19:05,Waldstadt Zentrum,Rheinhafen,Heimweg,6.2,ÖPNV,nein
34,23,weiblich,Angestellt,Wohngemeinschaft,Oststadt,06:22,06:43,Städtisches Klinikum,Durlach Zentrum,Arbeit,1.8,ÖPNV,nein
