PersonenID,Alter,Geschlecht,Beruf,Haushaltstyp,Wohnviertel,Startzeit,Endzeit,Startort,Zielort,Zweck,Entfernung_km,Verkehrsmittel,Multimodal
8,50,weiblich,Selbstständig,alleinlebend,Grötzingen,05:30,06:13,Innenstadt-Ost,Oststadt,Arbeit,1.7,zu Fuß,nein
8,50,weiblich,Selbstständig,alleinlebend,Grötzingen,12:15,12:41,Oststadt,Oststadt,Heimweg,1.2,zu Fuß,nein
8,50,weiblich,Selbstständig,alleinlebend,Grötzingen,13:20,13:30,Oststadt,Neureut,Sport,2.5,zu Fuß,nein
8,50,weiblich,Selbstständig,alleinlebend,Grötzingen,14:57,15:39,Neureut,Mühlburg,Heimweg,8.4,multimodal,ja
9,32,weiblich,Angestellt,alleinlebend,Innenstadt-West,06:17,07:01,Mühlburg,Grünwinkel,Begleitung,3.7,E-Scooter,nein
9,32,weiblich,Angestellt,alleinlebend,Innenstadt-West,07:27,07:37,Grünwinkel,Neureut,Arbeit,3.1,Fahrrad,nein
9,32,weiblich,Angestellt,alleinlebend,Innenstadt-West,12:45,13:11,Neureut,Innenstadt-Ost,Erholung,3.1,ÖPNV,nein
9,32,weiblich,Angestellt,alleinlebend,Innenstadt-West,14:47,15:10,Innenstadt-Ost,Mühlburg,Heimweg,3.4,ÖPNV,nein
10,47,weiblich,Angestellt,alleinlebend,Oberreut,06:03,06:16,Knielingen,Weststadt,Begleitung,2.3,zu Fuß,nein
10,47,weiblich,Angestellt,alleinlebend,Oberreut,06:36,06:54,Weststadt,Oststadt,Sport,2.3,Fahrrad,nein
10,47,weiblich,Angestellt,alleinlebend,Oberreut,09:24,10:01,Oststadt,Innenstadt-Ost,Freizeit,1.6,zu Fuß,nein
10,47,weiblich,Angestellt,alleinlebend,Oberreut,12:10,12:22,Innenstadt-Ost,Grünwinkel,Einkaufen,2.9,Fahrrad,nein
10,47,weiblich,Angestellt,alleinlebend,Oberreut,12:54,13:23,Grünwinkel,Innenstadt-Ost,Einkaufen,2.5,zu Fuß,nein
10,47,weiblich,Angestellt,alleinlebend,Oberreut,14:08,14:24,Innenstadt-Ost,Neureut,Arbeit,3.3,Fahrrad,nein
10,47,weiblich,Angestellt,alleinlebend,Oberreut,19:43,20:08,Neureut,Oststadt,Heimweg,2.5,multimodal,ja
10,47,weiblich,Angestellt,alleinlebend,Oberreut,21:20,21:56,Oststadt,Grötzingen,Arbeit,2.9,Fahrrad,nein
10,47,weiblich,Angestellt,alleinlebend,Oberreut,02:51,03:25,Grötzingen,Knielingen,Heimweg,8.7,multimodal,ja
11,32,weiblich,Angestellt,alleinlebend,Weststadt,06:28,06:52,Grötzingen,Innenstadt-West,Erholung,3.4,ÖPNV,nein
11,32,weiblich,Angestellt,alleinlebend,Weststadt,08:00,08:27,Innenstadt-West,Neureut,Einkaufen,4.1,Fahrrad,nein
11,32,weiblich,Angestellt,alleinlebend,Weststadt,08:06,10:08,Neureut,Oststadt,Schule/Uni,1.7,zu Fuß,nein
11,32,weiblich,Angestellt,alleinlebend,Weststadt,17:50,18:22,Oststadt,Grötzingen,Heimweg,2.9,Fahrrad,nein
12,32,weiblich,Angestellt,Wohngemeinschaft,Grünwinkel,05:44,06:06,Grünwinkel,Weststadt,Heimweg,3.3,Fahrrad,nein
12,32,weiblich,Angestellt,Wohngemeinschaft,Grünwinkel,07:44,08:06,Weststadt,Innenstadt-Ost,Schule/Uni,4.7,Fahrrad,nein
12,32,weiblich,Angestellt,Wohngemeinschaft,Grünwinkel,13:09,13:38,Innenstadt-Ost,Weststadt,Schule/Uni,3.2,Fahrrad,nein
12,32,weiblich,Angestellt,Wohngemeinschaft,Grünwinkel,22:21,22:39,Weststadt,Weststadt,Heimweg,1.5,zu Fuß,nein
12,32,weiblich,Angestellt,Wohngemeinschaft,Grünwinkel,23:31,00:00,Weststadt,Innenstadt-Ost,Arbeit,1.6,zu Fuß,nein
12,32,weiblich,Angestellt,Wohngemeinschaft,Grünwinkel,08:56,09:26,Innenstadt-Ost,Weststadt,Sport,3.3,Fahrrad,nein
12,32,weiblich,Angestellt,Wohngemeinschaft,Grünwinkel,12:07,12:27,Weststadt,Grünwinkel,Heimweg,2.1,zu Fuß,nein
13,42,männlich,Schüler*in,Wohngemeinschaft,Oberreut,06:49,07:14,Grötzingen,Innenstadt-West,Arbeit,3.3,multimodal,ja
13,42,männlich,Schüler*in,Wohngemeinschaft,Oberreut,11:37,12:02,Innenstadt-West,Grünwinkel,Schule/Uni,2.7,ÖPNV,nein
13,42,männlich,Schüler*in,Wohngemeinschaft,Oberreut,19:34,19:56,Grünwinkel,Durlach,Schule/Uni,3.6,multimodal,ja
13,42,männlich,Schüler*in,Wohngemeinschaft,Oberreut,23:58,00:14,Durlach,Weststadt,Arbeit,8.4,multimodal,ja
13,42,männlich,Schüler*in,Wohngemeinschaft,Oberreut,08:29,09:18,Weststadt,Innenstadt-West,Schule/Uni,3.3,multimodal,ja
13,42,männlich,Schüler*in,Wohngemeinschaft,Oberreut,17:49,18:34,Innenstadt-West,Weststadt,Begleitung,3.7,Fahrrad,nein
13,42,männlich,Schüler*in,Wohngemeinschaft,Oberreut,19:00,19:37,Weststadt,Mühlburg,Heimweg,2.1,Fahrrad,nein
13,42,männlich,Schüler*in,Wohngemeinschaft,Oberreut,21:07,21:45,Mühlburg,Grötzingen,Heimweg,3.0,ÖPNV,nein
14,18,weiblich,Rentner*in,Paar ohne Kinder,Oberreut,06:36,07:03,Durlach,Oststadt,Heimweg,3.5,ÖPNV,nein
14,18,weiblich,Rentner*in,Paar ohne Kinder,Oberreut,08:26,08:57,Oststadt,Innenstadt-West,Freizeit,2.6,ÖPNV,nein
14,18,weiblich,Rentner*in,Paar ohne Kinder,Oberreut,10:49,11:20,Innenstadt-West,Weststadt,Einkaufen,7.3,multimodal,ja
14,18,weiblich,Rentner*in,Paar ohne Kinder,Oberreut,12:14,12:25,Weststadt,Grünwinkel,Sport,1.6,Fahrrad,nein
14,18,weiblich,Rentner*in,Paar ohne Kinder,Oberreut,14:10,14:39,Grünwinkel,Durlach,Heimweg,4.3,Fahrrad,nein
15,18,männlich,Student*in,alleinlebend,Durlach,06:39,07:20,Innenstadt-West,Weststadt,Arbeit,2.7,Fahrrad,nein
15,18,männlich,Student*in,alleinlebend,Durlach,14:47,15:07,Weststadt,Oststadt,Schule/Uni,6.5,multimodal,ja
15,18,männlich,Student*in,alleinlebend,Durlach,22:28,22:39,Oststadt,Weststadt,Einkaufen,2.4,Fahrrad,nein
15,18,männlich,Student*in,alleinlebend,Durlach,23:12,23:38,Weststadt,Innenstadt-West,Heimweg,3.2,Auto,nein
15,18,männlich,Student*in,alleinlebend,Durlach,00:56,01:23,Innenstadt-West,Durlach,Einkaufen,1.4,zu Fuß,nein
15,18,männlich,Student*in,alleinlebend,Durlach,01:54,02:38,Durlach,Oststadt,Sport,1.5,Fahrrad,nein
15,18,männlich,Student*in,alleinlebend,Durlach,05:01,05:13,Oststadt,Innenstadt-West,Heimweg,4.5,Fahrrad,nein
16,30,weiblich,Angestellt,alleinlebend,Weststadt,05:32,05:50,Durlach,Innenstadt-Ost,Heimweg,3.3,ÖPNV,nein
16,30,weiblich,Angestellt,alleinlebend,Weststadt,07:49,08:15,Innenstadt-Ost,Oststadt,Begleitung,9.1,multimodal,ja
16,30,weiblich,Angestellt,alleinlebend,Weststadt,08:30,08:59,Oststadt,Innenstadt-Ost,Erholung,3.8,Fahrrad,nein
16,30,weiblich,Angestellt,alleinlebend,Weststadt,10:47,11:22,Innenstadt-Ost,Weststadt,Arbeit,5.6,ÖPNV,nein
16,30,weiblich,Angestellt,alleinlebend,Weststadt,17:26,17:42,Weststadt,Oststadt,Schule/Uni,2.6,zu Fuß,nein
16,30,weiblich,Angestellt,alleinlebend,Weststadt,22:43,22:55,Oststadt,Weststadt,Schule/Uni,2.2,Fahrrad,nein
16,30,weiblich,Angestellt,alleinlebend,Weststadt,05:49,05:59,Weststadt,Knielingen,Heimweg,8.4,multimodal,ja
16,30,weiblich,Angestellt,alleinlebend,Weststadt,07:50,08:29,Knielingen,Durlach,Arztbesuch,4.7,ÖPNV,nein
17,24,weiblich,Angestellt,Paar ohne Kinder,Mühlburg,06:31,06:58,Grötzingen,Innenstadt-West,Arbeit,2.8,ÖPNV,nein
17,24,weiblich,Angestellt,Paar ohne Kinder,Mühlburg,14:48,15:13,Innenstadt-West,Grünwinkel,Erholung,2.9,Fahrrad,nein
17,24,weiblich,Angestellt,Paar ohne Kinder,Mühlburg,16:16,16:57,Grünwinkel,Oststadt,Freizeit,2.3,E-Scooter,nein
17,24,weiblich,Angestellt,Paar ohne Kinder,Mühlburg,18:30,19:01,Oststadt,Neureut,Arbeit,3.8,ÖPNV,nein
17,24,weiblich,Angestellt,Paar ohne Kinder,Mühlburg,23:06,23:49,Neureut,Innenstadt-West,Heimweg,1.6,zu Fuß,nein
17,24,weiblich,Angestellt,Paar ohne Kinder,Mühlburg,01:30,01:55,Innenstadt-West,Weststadt,Arbeit,1.8,multimodal,ja
17,24,weiblich,Angestellt,Paar ohne Kinder,Mühlburg,08:33,08:49,Weststadt,Innenstadt-West,Schule/Uni,2.9,Fahrrad,nein
17,24,weiblich,Angestellt,Paar ohne Kinder,Mühlburg,15:45,16:22,Innenstadt-West,Mühlburg,Heimweg,3.3,Fahrrad,nein
17,24,weiblich,Angestellt,Paar ohne Kinder,Mühlburg,17:26,17:55,Mühlburg,Grötzingen,Heimweg,1.9,Auto,nein
18,44,weiblich,Schüler*in,Paar ohne Kinder,Weststadt,05:45,06:07,Innenstadt-West,Weststadt,Arbeit,4.1,Auto,nein
18,44,weiblich,Schüler*in,Paar ohne Kinder,Weststadt,14:35,15:03,Weststadt,Weststadt,Einkaufen,0.9,multimodal,ja
18,44,weiblich,Schüler*in,Paar ohne Kinder,Weststadt,15:56,16:17,Weststadt,Neureut,Arbeit,1.3,Fahrrad,nein
18,44,weiblich,Schüler*in,Paar ohne Kinder,Weststadt,20:44,21:29,Neureut,Innenstadt-West,Arbeit,6.8,ÖPNV,nein
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt-Ost,06:06,06:37,Mühlburg,Innenstadt-Ost,Heimweg,3.5,Fahrrad,nein
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt-Ost,07:21,07:35,Innenstadt-Ost,Innenstadt-Ost,Begleitung,1.4,Auto,nein
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt-Ost,07:49,08:08,Innenstadt-Ost,Neureut,Heimweg,1.7,Fahrrad,nein
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt-Ost,09:31,09:55,Neureut,Durlach,Heimweg,5.0,multimodal,ja
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt-Ost,11:19,11:48,Durlach,Innenstadt-Ost,Sport,6.7,ÖPNV,nein
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt-Ost,14:25,14:48,Innenstadt-Ost,Oststadt,Begleitung,2.1,zu Fuß,nein
19,25,männlich,Rentner*in,Wohngemeinschaft,Innenstadt-Ost,15:03,15:48,Oststadt,Mühlburg,Heimweg,1.1,zu Fuß,nein
20,18,weiblich,Student*in,alleinlebend,Knielingen,06:46,07:10,Rüppurr,Innenstadt-West,Erholung,3.2,Fahrrad,nein
20,18,weiblich,Student*in,alleinlebend,Knielingen,08:07,10:01,Innenstadt-West,Oberreut,Einkaufen,2.3,zu Fuß,nein
20,18,weiblich,Student*in,alleinlebend,Knielingen,11:05,11:29,Oberreut,Oststadt,Arztbesuch,2.8,multimodal,ja
20,18,weiblich,Student*in,alleinlebend,Knielingen,12:09,12:38,Oststadt,Neureut,Sport,3.5,Fahrrad,nein
20,18,weiblich,Student*in,alleinlebend,Knielingen,14:37,15:06,Neureut,Oststadt,Begleitung,4.0,Auto,nein
20,18,weiblich,Student*in,alleinlebend,Knielingen,15:18,15:30,Oststadt,Grötzingen,Begleitung,2.1,Fahrrad,nein
20,18,weiblich,Student*in,alleinlebend,Knielingen,15:42,16:06,Grötzingen,Grünwinkel,Heimweg,1.9,E-Scooter,nein
20,18,weiblich,Student*in,alleinlebend,Knielingen,18:02,18:29,Grünwinkel,Rüppurr,Heimweg,5.3,Auto,nein
21,61,weiblich,Angestellt,Familie mit Kindern,Oststadt,06:36,06:57,Knielingen,Durlach,Freizeit,3.2,Fahrrad,nein
21,61,weiblich,Angestellt,Familie mit Kindern,Oststadt,08:26,08:48,Durlach,Oststadt,Einkaufen,2.3,multimodal,ja
21,61,weiblich,Angestellt,Familie mit Kindern,Oststadt,10:02,10:43,Oststadt,Weststadt,Heimweg,2.5,zu Fuß,nein
21,61,weiblich,Angestellt,Familie mit Kindern,Oststadt,12:11,12:26,Weststadt,Oststadt,Einkaufen,1.6,zu Fuß,nein
21,61,weiblich,Angestellt,Familie mit Kindern,Oststadt,13:51,14:33,Oststadt,Innenstadt-Ost,Heimweg,5.5,ÖPNV,nein
21,61,weiblich,Angestellt,Familie mit Kindern,Oststadt,15:55,16:08,Innenstadt-Ost,Knielingen,Heimweg,1.5,zu Fuß,nein
22,35,weiblich,Angestellt,alleinlebend,Knielingen,06:26,06:53,Innenstadt-West,Oststadt,Heimweg,4.8,Auto,nein
22,35,weiblich,Angestellt,alleinlebend,Knielingen,08:00,07:49,Oststadt,Grünwinkel,Arbeit,4.0,Fahrrad,nein
22,35,weiblich,Angestellt,alleinlebend,Knielingen,16:31,17:07,Grünwinkel,Innenstadt-Ost,Erholung,2.0,Fahrrad,nein
22,35,weiblich,Angestellt,alleinlebend,Knielingen,19:53,20:12,Innenstadt-Ost,Oststadt,Einkaufen,3.8,multimodal,ja
22,35,weiblich,Angestellt,alleinlebend,Knielingen,21:35,22:15,Oststadt,Weststadt,Sport,1.9,E-Scooter,nein
22,35,weiblich,Angestellt,alleinlebend,Knielingen,23:39,00:21,Weststadt,Oststadt,Arbeit,2.4,zu Fuß,nein
22,35,weiblich,Angestellt,alleinlebend,Knielingen,07:53,08:24,Oststadt,Mühlburg,Begleitung,1.4,Fahrrad,nein
22,35,weiblich,Angestellt,alleinlebend,Knielingen,08:52,09:33,Mühlburg,Innenstadt-West,Heimweg,3.4,Fahrrad,nein
23,40,männlich,Student*in,Wohngemeinschaft,Knielingen,06:12,06:46,Grünwinkel,Oststadt,Heimweg,2.8,zu Fuß,nein
23,40,männlich,Student*in,Wohngemeinschaft,Knielingen,07:46,08:20,Oststadt,Weststadt,Heimweg,2.9,Fahrrad,nein
23,40,männlich,Student*in,Wohngemeinschaft,Knielingen,08:32,10:12,Weststadt,Oberreut,Arbeit,5.7,ÖPNV,nein
23,40,männlich,Student*in,Wohngemeinschaft,Knielingen,17:01,17:17,Oberreut,Knielingen,Schule/Uni,3.4,Fahrrad,nein
23,40,männlich,Student*in,Wohngemeinschaft,Knielingen,21:24,21:43,Knielingen,Grünwinkel,Heimweg,1.9,zu Fuß,nein
24,18,männlich,Angestellt,alleinlebend,Oststadt,06:30,07:01,Oststadt,Weststadt,Arbeit,4.1,Fahrrad,nein
24,18,männlich,Angestellt,alleinlebend,Oststadt,15:34,16:08,Weststadt,Oberreut,Einkaufen,7.0,ÖPNV,nein
24,18,männlich,Angestellt,alleinlebend,Oststadt,17:33,18:17,Oberreut,Oststadt,Heimweg,1.2,Fahrrad,nein
25,31,männlich,Angestellt,alleinlebend,Oberreut,06:06,06:43,Innenstadt-Ost,Oberreut,Sport,2.8,multimodal,ja
25,31,männlich,Angestellt,alleinlebend,Oberreut,08:27,08:33,Oberreut,Innenstadt-Ost,Begleitung,1.7,Auto,nein
25,31,männlich,Angestellt,alleinlebend,Oberreut,08:39,09:12,Innenstadt-Ost,Neureut,Arbeit,2.1,zu Fuß,nein
25,31,männlich,Angestellt,alleinlebend,Oberreut,16:27,16:52,Neureut,Neureut,Sport,0.7,zu Fuß,nein
25,31,männlich,Angestellt,alleinlebend,Oberreut,18:51,19:17,Neureut,Innenstadt-Ost,Einkaufen,4.4,Auto,nein
25,31,männlich,Angestellt,alleinlebend,Oberreut,20:05,20:49,Innenstadt-Ost,Weststadt,Schule/Uni,9.8,multimodal,ja
25,31,männlich,Angestellt,alleinlebend,Oberreut,03:22,03:59,Weststadt,Weststadt,Einkaufen,1.8,ÖPNV,nein
25,31,männlich,Angestellt,alleinlebend,Oberreut,04:41,05:15,Weststadt,Innenstadt-Ost,Heimweg,3.1,multimodal,ja
26,40,männlich,Student*in,alleinlebend,Durlach,06:15,06:43,Oberreut,Weststadt,Arztbesuch,5.7,multimodal,ja
26,40,männlich,Student*in,alleinlebend,Durlach,08:51,08:09,Weststadt,Grötzingen,Freizeit,4.0,Fahrrad,nein
26,40,männlich,Student*in,alleinlebend,Durlach,09:38,10:10,Grötzingen,Innenstadt-West,Sport,3.6,Fahrrad,nein
26,40,männlich,Student*in,alleinlebend,Durlach,12:34,12:52,Innenstadt-West,Innenstadt-Ost,Arbeit,3.4,Auto,nein
26,40,männlich,Student*in,alleinlebend,Durlach,21:48,22:21,Innenstadt-Ost,Innenstadt-West,Einkaufen,3.2,Fahrrad,nein
26,40,männlich,Student*in,alleinlebend,Durlach,23:17,23:38,Innenstadt-West,Neureut,Sport,5.1,multimodal,ja
26,40,männlich,Student*in,alleinlebend,Durlach,01:42,02:09,Neureut,Oberreut,Heimweg,2.4,zu Fuß,nein
27,22,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,06:07,06:24,Oststadt,Innenstadt-Ost,Heimweg,3.6,Fahrrad,nein
27,22,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,08:34,08:55,Innenstadt-Ost,Mühlburg,Einkaufen,3.5,Fahrrad,nein
27,22,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,09:32,10:11,Mühlburg,Oststadt,Schule/Uni,7.2,ÖPNV,nein
27,22,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,15:06,15:30,Oststadt,Neureut,Heimweg,6.5,multimodal,ja
27,22,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,17:18,17:42,Neureut,Weststadt,Schule/Uni,3.1,Fahrrad,nein
27,22,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,01:11,01:28,Weststadt,Innenstadt-Ost,Schule/Uni,3.7,Auto,nein
27,22,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,06:17,06:42,Innenstadt-Ost,Oststadt,Schule/Uni,3.3,Auto,nein
27,22,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,15:18,15:54,Oststadt,Innenstadt-West,Begleitung,4.0,Fahrrad,nein
27,22,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,16:19,16:55,Innenstadt-West,Oststadt,Heimweg,4.5,multimodal,ja
28,44,männlich,Angestellt,Paar ohne Kinder,Grötzingen,05:57,06:30,Durlach,Oststadt,Einkaufen,2.3,zu Fuß,nein
28,44,männlich,Angestellt,Paar ohne Kinder,Grötzingen,07:22,07:35,Oststadt,Innenstadt-West,Heimweg,8.6,ÖPNV,nein
28,44,männlich,Angestellt,Paar ohne Kinder,Grötzingen,08:08,08:39,Innenstadt-West,Neureut,Sport,2.7,Auto,nein
28,44,männlich,Angestellt,Paar ohne Kinder,Grötzingen,11:19,11:42,Neureut,Neureut,Begleitung,0.8,multimodal,ja
28,44,männlich,Angestellt,Paar ohne Kinder,Grötzingen,11:58,12:22,Neureut,Durlach,Heimweg,2.6,multimodal,ja
29,30,divers,Schüler*in,alleinlebend,Grünwinkel,06:05,06:23,Innenstadt-West,Innenstadt-West,Sport,0.7,multimodal,ja
29,30,divers,Schüler*in,alleinlebend,Grünwinkel,08:11,09:24,Innenstadt-West,Oststadt,Sport,3.7,ÖPNV,nein
29,30,divers,Schüler*in,alleinlebend,Grünwinkel,10:57,11:10,Oststadt,Innenstadt-West,Heimweg,2.2,Fahrrad,nein
30,34,männlich,Student*in,alleinlebend,Innenstadt-West,05:38,06:11,Grötzingen,Innenstadt-Ost,Einkaufen,3.3,multimodal,ja
30,34,männlich,Student*in,alleinlebend,Innenstadt-West,07:20,07:32,Innenstadt-Ost,Oberreut,Erholung,2.0,zu Fuß,nein
30,34,männlich,Student*in,alleinlebend,Innenstadt-West,08:39,09:19,Oberreut,Durlach,Arbeit,3.3,Fahrrad,nein
30,34,männlich,Student*in,alleinlebend,Innenstadt-West,13:56,14:11,Durlach,Innenstadt-West,Sport,1.8,Fahrrad,nein
30,34,männlich,Student*in,alleinlebend,Innenstadt-West,16:32,17:17,Innenstadt-West,Durlach,Erholung,5.9,ÖPNV,nein
30,34,männlich,Student*in,alleinlebend,Innenstadt-West,19:15,19:57,Durlach,Innenstadt-Ost,Schule/Uni,2.4,E-Scooter,nein
30,34,männlich,Student*in,alleinlebend,Innenstadt-West,04:39,05:02,Innenstadt-Ost,Innenstadt-West,Schule/Uni,2.0,zu Fuß,nein
30,34,männlich,Student*in,alleinlebend,Innenstadt-West,12:26,13:02,Innenstadt-West,Grötzingen,Heimweg,4.4,multimodal,ja
31,30,männlich,Schüler*in,Familie mit Kindern,Rüppurr,06:02,06:42,Durlach,Innenstadt-Ost,Begleitung,1.8,ÖPNV,nein
