PersonenID,Alter,Geschlecht,Beruf,Haushaltstyp,Wohnviertel,Startzeit,Endzeit,Startort,Zielort,Zweck,Entfernung_km,Verkehrsmittel,Multimodal,start_lat,start_lon,ziel_lat,ziel_lon,Stadtteil Start,Stadtteil Ziel
9,56,männlich,Angestellt,alleinlebend,Südweststadt,06:15,07:00,Sandkorn Theater,Kriegsstraße,Freizeit,7.7,Fahrrad,nein,49.009716,8.401216,49.004556,8.419383,Innenstadt-West,Oststadt
9,56,männlich,Angestellt,alleinlebend,Südweststadt,09:19,09:40,Kriegsstraße,Badisches Staatstheater,Freizeit,6.9,multimodal,ja,49.004556,8.419383,49.009716,8.401216,Oststadt,Innenstadt-West
9,56,männlich,Angestellt,alleinlebend,Südweststadt,10:43,11:19,Badisches Staatstheater,Rüppurrer Straße,Freizeit,6.1,multimodal,ja,49.009716,8.401216,48.999828,8.410641,Innenstadt-West,Südstadt
9,56,männlich,Angestellt,alleinlebend,Südweststadt,17:35,18:15,Rüppurrer Straße,Sandkorn Theater,Heimweg,6.4,Fahrrad,nein,48.999828,8.410641,49.009716,8.401216,Südstadt,Innenstadt-West
10,75,männlich,Angestellt,Familie mit Kindern,Mühlburg,06:12,06:39,Europabad,Stadthalle Karlsruhe,Begleitung,4.8,ÖPNV,nein,49.009716,8.401216,53.653046,12.801859,Innenstadt-West,Hagsfeld
10,75,männlich,Angestellt,Familie mit Kindern,Mühlburg,07:58,08:42,Stadthalle Karlsruhe,Stadtgarten,Arbeit,4.5,Auto,nein,53.653046,12.801859,48.996212,8.403139,Hagsfeld,Südweststadt
10,75,männlich,Angestellt,Familie mit Kindern,Mühlburg,11:42,12:08,Stadtgarten,Alter Flugplatz,Sport,4.5,ÖPNV,nein,48.996212,8.403139,48.881109,10.569976,Südweststadt,Stupferich
10,75,männlich,Angestellt,Familie mit Kindern,Mühlburg,17:03,17:45,Alter Flugplatz,Europabad,Heimweg,5.2,Auto,nein,48.881109,10.569976,49.009716,8.401216,Stupferich,Innenstadt-West
11,36,weiblich,Angestellt,alleinlebend,Neureut,06:57,07:19,Beiertheim-Bulach,Christuskirche,Einkaufen,6.2,multimodal,ja,48.99383,8.388617,49.009716,8.401216,Beiertheim-Bulach,Innenstadt-West
11,36,weiblich,Angestellt,alleinlebend,Neureut,09:14,09:31,Christuskirche,Rüppurr,Begleitung,4.4,multimodal,ja,49.009716,8.401216,48.97479,8.404967,Innenstadt-West,Rüppurr
11,36,weiblich,Angestellt,alleinlebend,Neureut,09:57,10:25,Rüppurr,Beiertheim-Bulach,Heimweg,4.1,E-Scooter,nein,48.97479,8.404967,48.99383,8.388617,Rüppurr,Beiertheim-Bulach
12,40,weiblich,Selbstständig,Paar ohne Kinder,Oststadt,06:25,06:55,Grötzingen,St. Konrad Kirche,Arztbesuch,4.4,multimodal,ja,49.00721,8.496097,52.131589,11.639961,Grötzingen,Hagsfeld
12,40,weiblich,Selbstständig,Paar ohne Kinder,Oststadt,07:53,08:13,St. Konrad Kirche,KIT Campus Süd,Erholung,6.6,Auto,nein,52.131589,11.639961,49.009716,8.401216,Hagsfeld,Innenstadt-West
12,40,weiblich,Selbstständig,Paar ohne Kinder,Oststadt,09:01,09:30,KIT Campus Süd,Kanalweg,Freizeit,6.5,Auto,nein,49.009716,8.401216,49.030372,8.392712,Innenstadt-West,Nordstadt
12,40,weiblich,Selbstständig,Paar ohne Kinder,Oststadt,15:11,15:25,Kanalweg,Waldstraße,Schule/Uni,5.3,multimodal,ja,49.030372,8.392712,49.009111,8.395992,Nordstadt,Innenstadt-West
12,40,weiblich,Selbstständig,Paar ohne Kinder,Oststadt,16:21,16:46,Waldstraße,Friedrichsplatz,Arbeit,4.2,Auto,nein,49.009111,8.395992,49.008504,8.401002,Innenstadt-West,Innenstadt-West
12,40,weiblich,Selbstständig,Paar ohne Kinder,Oststadt,19:09,19:52,Friedrichsplatz,Grötzingen,Heimweg,3.2,zu Fuß,nein,49.008504,8.401002,49.00721,8.496097,Innenstadt-West,Grötzingen
13,28,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,06:34,07:11,Südweststadt,Badisches Staatstheater,Freizeit,5.3,multimodal,ja,49.000095,8.384074,49.009716,8.401216,Südweststadt,Innenstadt-West
13,28,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,08:38,09:03,Badisches Staatstheater,Weiherfeld-Dammerstock,Arztbesuch,4.3,multimodal,ja,49.009716,8.401216,48.98451,8.399765,Innenstadt-West,Weiherfeld-Dammerstock
13,28,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,09:29,09:57,Weiherfeld-Dammerstock,Hohenwettersbach,Erholung,3.7,ÖPNV,nein,48.98451,8.399765,48.965523,8.481167,Weiherfeld-Dammerstock,Hohenwettersbach
13,28,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,16:16,16:35,Hohenwettersbach,Neureut,Freizeit,4.2,multimodal,ja,48.965523,8.481167,49.046406,8.377001,Hohenwettersbach,Neureut
13,28,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,23:51,00:22,Neureut,Blumenstraße,Arbeit,5.0,Fahrrad,nein,49.046406,8.377001,49.007734,8.397722,Neureut,Innenstadt-West
13,28,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,01:18,01:29,Blumenstraße,Ständehaus,Arbeit,4.2,ÖPNV,nein,49.007734,8.397722,49.009716,8.401216,Innenstadt-West,Innenstadt-West
13,28,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,03:30,04:06,Ständehaus,Tierpark Oberwald,Schule/Uni,2.8,ÖPNV,nein,49.009716,8.401216,49.009716,8.401216,Innenstadt-West,Innenstadt-West
13,28,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,12:15,12:46,Tierpark Oberwald,Rintheim,Freizeit,7.8,zu Fuß,nein,49.009716,8.401216,49.018017,8.440732,Innenstadt-West,Rintheim
13,28,weiblich,Schüler*in,Wohngemeinschaft,Knielingen,15:18,16:02,Rintheim,Südweststadt,Heimweg,6.0,Auto,nein,49.018017,8.440732,49.000095,8.384074,Rintheim,Südweststadt
14,28,weiblich,Arbeitslos,alleinlebend,Durlach,05:57,06:36,Hofgarten,Turmberg,Sport,6.9,ÖPNV,nein,49.009716,8.401216,49.009716,8.401216,Innenstadt-West,Innenstadt-West
14,28,weiblich,Arbeitslos,alleinlebend,Durlach,08:19,08:45,Turmberg,Südweststadt,Arbeit,7.3,multimodal,ja,49.009716,8.401216,49.000095,8.384074,Innenstadt-West,Südweststadt
14,28,weiblich,Arbeitslos,alleinlebend,Durlach,09:45,10:17,Südweststadt,Majolika Manufaktur,Arbeit,4.3,Auto,nein,49.000095,8.384074,49.009716,8.401216,Südweststadt,Innenstadt-West
14,28,weiblich,Arbeitslos,alleinlebend,Durlach,14:52,15:03,Majolika Manufaktur,Durlach Zentrum,Freizeit,5.5,zu Fuß,nein,49.009716,8.401216,48.99915,8.471758,Innenstadt-West,Durlach
14,28,weiblich,Arbeitslos,alleinlebend,Durlach,16:33,16:56,Durlach Zentrum,Durlacher Allee,Begleitung,5.0,ÖPNV,nein,48.99915,8.471758,49.005989,8.433641,Durlach,Oststadt
14,28,weiblich,Arbeitslos,alleinlebend,Durlach,18:10,18:27,Durlacher Allee,Karlsbader Straße,Einkaufen,3.4,E-Scooter,nein,49.005989,8.433641,48.953329,8.506621,Oststadt,Stupferich
14,28,weiblich,Arbeitslos,alleinlebend,Durlach,20:06,20:40,Karlsbader Straße,Gartenstraße,Schule/Uni,6.6,Auto,nein,48.953329,8.506621,49.004422,8.388494,Stupferich,Südweststadt
14,28,weiblich,Arbeitslos,alleinlebend,Durlach,23:40,00:05,Gartenstraße,Hofgarten,Heimweg,4.4,Auto,nein,49.004422,8.388494,49.009716,8.401216,Südweststadt,Innenstadt-West
15,41,weiblich,Arbeitslos,alleinlebend,Innenstadt,06:34,07:05,Rüppurr,Hofgarten,Arztbesuch,4.3,Auto,nein,48.97479,8.404967,49.009716,8.401216,Rüppurr,Innenstadt-West
15,41,weiblich,Arbeitslos,alleinlebend,Innenstadt,14:40,15:19,Hofgarten,Stadthalle Karlsruhe,Freizeit,5.7,multimodal,ja,49.009716,8.401216,53.653046,12.801859,Innenstadt-West,Hagsfeld
15,41,weiblich,Arbeitslos,alleinlebend,Innenstadt,17:14,17:58,Stadthalle Karlsruhe,Grötzinger Straße,Sport,4.3,multimodal,ja,53.653046,12.801859,49.001728,8.482076,Hagsfeld,Durlach
15,41,weiblich,Arbeitslos,alleinlebend,Innenstadt,18:57,19:22,Grötzinger Straße,Rheinhafen,Arztbesuch,5.7,Fahrrad,nein,49.001728,8.482076,49.009716,8.401216,Durlach,Innenstadt-West
15,41,weiblich,Arbeitslos,alleinlebend,Innenstadt,20:09,20:43,Rheinhafen,Rüppurr,Heimweg,5.9,ÖPNV,nein,49.009716,8.401216,48.97479,8.404967,Innenstadt-West,Rüppurr
16,70,weiblich,Student*in,Wohngemeinschaft,Mühlburg,06:59,07:26,Kleine Kirche,Durlacher Allee,Schule/Uni,4.2,Auto,nein,51.80136,12.40483,49.005989,8.433641,Grötzingen,Oststadt
16,70,weiblich,Student*in,Wohngemeinschaft,Mühlburg,15:50,16:35,Durlacher Allee,Kaiserallee,Arztbesuch,3.6,zu Fuß,nein,49.005989,8.433641,49.010768,8.376122,Oststadt,Weststadt
16,70,weiblich,Student*in,Wohngemeinschaft,Mühlburg,00:38,01:02,Kaiserallee,Herrenstraße,Schule/Uni,4.7,ÖPNV,nein,49.010768,8.376122,49.008363,8.397772,Weststadt,Innenstadt-West
16,70,weiblich,Student*in,Wohngemeinschaft,Mühlburg,03:30,04:15,Herrenstraße,Neureut,Erholung,4.3,ÖPNV,nein,49.008363,8.397772,49.046406,8.377001,Innenstadt-West,Neureut
16,70,weiblich,Student*in,Wohngemeinschaft,Mühlburg,06:09,06:35,Neureut,Kleine Kirche,Heimweg,3.0,Fahrrad,nein,49.046406,8.377001,51.80136,12.40483,Neureut,Grötzingen
17,53,weiblich,Schüler*in,Paar ohne Kinder,Mühlburg,06:45,07:28,Generalbundesanwalt,Nordstadt,Schule/Uni,3.1,ÖPNV,nein,49.009716,8.401216,49.026566,8.386307,Innenstadt-West,Nordstadt
17,53,weiblich,Schüler*in,Paar ohne Kinder,Mühlburg,07:41,07:51,Nordstadt,Herrenstraße,Arbeit,6.0,Auto,nein,49.026566,8.386307,49.008363,8.397772,Nordstadt,Innenstadt-West
17,53,weiblich,Schüler*in,Paar ohne Kinder,Mühlburg,09:26,09:44,Herrenstraße,Bundesverfassungsgericht,Arbeit,4.6,E-Scooter,nein,49.008363,8.397772,49.009716,8.401216,Innenstadt-West,Innenstadt-West
17,53,weiblich,Schüler*in,Paar ohne Kinder,Mühlburg,10:20,10:51,Bundesverfassungsgericht,Generalbundesanwalt,Heimweg,4.6,Fahrrad,nein,49.009716,8.401216,49.009716,8.401216,Innenstadt-West,Innenstadt-West
18,57,männlich,Selbstständig,alleinlebend,Durlach,05:49,06:08,Oststadt,Siemensallee,Schule/Uni,4.7,Auto,nein,49.01102,8.425555,49.024334,8.355937,Oststadt,Mühlburg
18,57,männlich,Selbstständig,alleinlebend,Durlach,06:20,06:44,Siemensallee,Grünwettersbach,Arztbesuch,7.7,ÖPNV,nein,49.024334,8.355937,48.959057,8.466593,Mühlburg,Grünwettersbach
18,57,männlich,Selbstständig,alleinlebend,Durlach,08:41,09:10,Grünwettersbach,Alter Schlachthof,Schule/Uni,5.3,multimodal,ja,48.959057,8.466593,49.005437,8.430296,Grünwettersbach,Oststadt
18,57,männlich,Selbstständig,alleinlebend,Durlach,14:00,14:20,Alter Schlachthof,Sandkorn Theater,Einkaufen,4.0,Fahrrad,nein,49.005437,8.430296,49.009716,8.401216,Oststadt,Innenstadt-West
18,57,männlich,Selbstständig,alleinlebend,Durlach,19:48,20:28,Sandkorn Theater,Durlach Zentrum,Schule/Uni,6.2,ÖPNV,nein,49.009716,8.401216,48.99915,8.471758,Innenstadt-West,Durlach
18,57,männlich,Selbstständig,alleinlebend,Durlach,20:39,21:18,Durlach Zentrum,Oststadt,Heimweg,7.2,Auto,nein,48.99915,8.471758,49.01102,8.425555,Durlach,Oststadt
19,41,männlich,Arbeitslos,Paar ohne Kinder,Neureut,05:49,06:16,Oberreut,Kaiserstraße,Arbeit,5.9,Fahrrad,nein,48.98578,8.361476,49.009621,8.403275,Oberreut,Innenstadt-West
19,41,männlich,Arbeitslos,Paar ohne Kinder,Neureut,07:25,07:53,Kaiserstraße,Filmpalast am ZKM,Arztbesuch,4.3,multimodal,ja,49.009621,8.403275,49.009716,8.401216,Innenstadt-West,Innenstadt-West
19,41,männlich,Arbeitslos,Paar ohne Kinder,Neureut,08:30,08:57,Filmpalast am ZKM,Oberreut,Heimweg,4.8,E-Scooter,nein,49.009716,8.401216,48.98578,8.361476,Innenstadt-West,Oberreut
20,20,männlich,Rentner*in,alleinlebend,Neureut,06:43,06:54,Gartenstraße,Nordweststadt,Arbeit,5.6,Fahrrad,nein,49.004422,8.388494,49.03054,8.370298,Südweststadt,Nordweststadt
20,20,männlich,Rentner*in,alleinlebend,Neureut,07:22,07:49,Nordweststadt,Moltkestraße,Sport,7.6,multimodal,ja,49.03054,8.370298,49.014896,8.381604,Nordweststadt,Weststadt
20,20,männlich,Rentner*in,alleinlebend,Neureut,10:03,10:43,Moltkestraße,Europabad,Erholung,6.9,ÖPNV,nein,49.014896,8.381604,49.009716,8.401216,Weststadt,Innenstadt-West
20,20,männlich,Rentner*in,alleinlebend,Neureut,12:35,13:06,Europabad,Städtisches Klinikum,Arztbesuch,4.8,ÖPNV,nein,49.009716,8.401216,49.009716,8.401216,Innenstadt-West,Innenstadt-West
20,20,männlich,Rentner*in,alleinlebend,Neureut,15:34,16:19,Städtisches Klinikum,Karlstraße,Einkaufen,2.9,ÖPNV,nein,49.009716,8.401216,49.002279,8.394219,Innenstadt-West,Südweststadt
20,20,männlich,Rentner*in,alleinlebend,Neureut,00:11,00:46,Karlstraße,Kammertheater Karlsruhe,Arztbesuch,4.4,zu Fuß,nein,49.002279,8.394219,53.653046,12.801859,Südweststadt,Hagsfeld
20,20,männlich,Rentner*in,alleinlebend,Neureut,09:23,10:04,Kammertheater Karlsruhe,St. Peter und Paul Kirche,Arbeit,3.0,Fahrrad,nein,53.653046,12.801859,48.015827,8.033557,Hagsfeld,Palmbach
20,20,männlich,Rentner*in,alleinlebend,Neureut,11:22,11:50,St. Peter und Paul Kirche,Gartenstraße,Heimweg,5.5,zu Fuß,nein,48.015827,8.033557,49.004422,8.388494,Palmbach,Südweststadt
21,39,männlich,Schüler*in,Paar ohne Kinder,Knielingen,05:44,06:23,Grötzingen,Marktplatz,Freizeit,4.7,zu Fuß,nein,49.00721,8.496097,48.999157,8.471262,Grötzingen,Durlach
21,39,männlich,Schüler*in,Paar ohne Kinder,Knielingen,07:34,08:01,Marktplatz,Schlossgarten,Arztbesuch,4.8,zu Fuß,nein,48.999157,8.471262,48.963669,8.614669,Durlach,Stupferich
21,39,männlich,Schüler*in,Paar ohne Kinder,Knielingen,10:47,11:21,Schlossgarten,Städtisches Klinikum,Freizeit,6.0,Auto,nein,48.963669,8.614669,49.009716,8.401216,Stupferich,Innenstadt-West
21,39,männlich,Schüler*in,Paar ohne Kinder,Knielingen,19:41,20:17,Städtisches Klinikum,Kaiserstraße,Begleitung,3.8,Auto,nein,49.009716,8.401216,49.009621,8.403275,Innenstadt-West,Innenstadt-West
21,39,männlich,Schüler*in,Paar ohne Kinder,Knielingen,23:16,23:57,Kaiserstraße,Grötzingen,Heimweg,4.8,Fahrrad,nein,49.009621,8.403275,49.00721,8.496097,Innenstadt-West,Grötzingen
22,70,männlich,Angestellt,Wohngemeinschaft,Grünwinkel,05:59,06:35,Stadtgarten,Marotte Figurentheater,Arztbesuch,5.1,multimodal,ja,48.996212,8.403139,49.009716,8.401216,Südweststadt,Innenstadt-West
22,70,männlich,Angestellt,Wohngemeinschaft,Grünwinkel,13:17,13:36,Marotte Figurentheater,Erbprinzenstraße,Freizeit,4.9,E-Scooter,nein,49.009716,8.401216,49.008238,8.399335,Innenstadt-West,Innenstadt-West
22,70,männlich,Angestellt,Wohngemeinschaft,Grünwinkel,14:08,14:24,Erbprinzenstraße,Grünwettersbach,Arztbesuch,4.9,Auto,nein,49.008238,8.399335,48.959057,8.466593,Innenstadt-West,Grünwettersbach
22,70,männlich,Angestellt,Wohngemeinschaft,Grünwinkel,15:00,15:19,Grünwettersbach,Ettlinger Allee,Begleitung,4.7,ÖPNV,nein,48.959057,8.466593,48.985525,8.404182,Grünwettersbach,Weiherfeld-Dammerstock
22,70,männlich,Angestellt,Wohngemeinschaft,Grünwinkel,16:19,16:34,Ettlinger Allee,Stadtgarten,Heimweg,7.1,ÖPNV,nein,48.985525,8.404182,48.996212,8.403139,Weiherfeld-Dammerstock,Südweststadt
23,19,männlich,Selbstständig,Familie mit Kindern,Grünwinkel,05:41,06:18,Oberreut,ZKM,Einkaufen,3.6,zu Fuß,nein,48.98578,8.361476,49.009716,8.401216,Oberreut,Innenstadt-West
23,19,männlich,Selbstständig,Familie mit Kindern,Grünwinkel,07:36,07:47,ZKM,Rheinhafen,Arbeit,4.5,ÖPNV,nein,49.009716,8.401216,49.009716,8.401216,Innenstadt-West,Innenstadt-West
23,19,männlich,Selbstständig,Familie mit Kindern,Grünwinkel,14:33,14:58,Rheinhafen,Rheinhafen,Freizeit,0.8,Fahrrad,nein,49.009716,8.401216,49.009716,8.401216,Innenstadt-West,Innenstadt-West
23,19,männlich,Selbstständig,Familie mit Kindern,Grünwinkel,17:10,17:44,Rheinhafen,Erbprinzenstraße,Freizeit,3.8,Fahrrad,nein,49.009716,8.401216,49.008238,8.399335,Innenstadt-West,Innenstadt-West
